Genus,Species,Replicate.number,Group,Habitat,Trophic.group,Ref.tg,Body.length,Min.bl,Max.bl,Ref.bl,Dry.mass,Min.dm,Max.dm,Ref.dm,Cct.prop,Min.Cprop,Max.Cprop,Cct.total,Ref.C,Nct.prop,Min.Nprop,Max.Nprop,Nct.total,Ref.N,Pct.prop,Min.Pprop,Max.Pprop,Pct.total,Ref.P,N:Pct,Min.NP,Max.NP,Ref.NP,Protein.ct,Min.prot,Max.prot,Ref.prot,Lipid.ct,Min.lip,Max.lip,Ref.lip,Respiration.rt.ind,Respiration.rt.mg,Min.resp.mg,Max.resp.mg,Temp.resp.rt,Min.temp.resp.rt,Max.temp.resp.rt,Ref.resp,N-ammonia.ex.rt.ug.ind,N-ammonia.ex.rt.ug.dm,Min.Nex.rt.ug.dm,Max.Nex.rt.ug.dm,N-ammonia.ex.rt.nmol.dm,N-ammonia.ex.rt.nmol.ind,Min.Nex.rt.nmol.ind,Max.Nex.rt.nmol.ind,Temp.Nex.rt,Min.temp.Nex.rt,Max.temp.Nex.rt,Ref.N.ex,P-phosphate.ex.rt.ug.ind,P-phosphate.ex.rt.ug.dm,Min.Pex.rt.ug.dm,Max.Pex.rt.ug.dm,P-phosphate.ex.rt.nmol.dm,P-phosphate.ex.rt.nmol.ind,Min.Pex.rt.nmol.ind,Max.Pex.rt.nmol.ind,Temp.Pex.rt,Min.temp.Pex.rt,Max.temp.Pex.rt,Ref.P.ex,N:P.ex,Min.NP.ex,Max.NP.ex,Ref.NPex
Eucalanus,monacus,NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,19",NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6,29",NA,NA,NA,"30,2",NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus-(M),NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0262",NA,NA,70,"4,159,923,664",NA,NA,"0,010899",70,"9,618,320,611",NA,NA,"0,00252",70,"0,790076336",NA,NA,"0,00021",70,"2,690,434,783",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,023",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,1,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1154",NA,NA,70,"4,159,965,338",NA,NA,"0,048006",70,"9,619,584,055",NA,NA,"0,01110",70,"0,790294627",NA,NA,"0,00091",70,"2,690,044,956",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0145",NA,NA,NA,22,NA,NA,70,"0,0036",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0817",NA,NA,70,"415,997,552",NA,NA,"0,033987",70,"9,620,563,035",NA,NA,"0,00786",70,"0,789473684",NA,NA,"0,00065",70,"2,693,116,279",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,024",NA,NA,NA,22,NA,NA,70,"0,0055",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,3,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0737",NA,NA,70,"4,159,972,863",NA,NA,"0,030659",70,"9,620,081,411",NA,NA,"0,00709",70,"0,789687924",NA,NA,"0,00058",70,"2,692,250,859",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0118",NA,NA,NA,22,NA,NA,70,"0,0016",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,4,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1138",NA,NA,70,"4,160,017,575",NA,NA,"0,047341",70,"9,620,386,643",NA,NA,"0,01095",70,"0,789982425",NA,NA,"0,00090",70,"2,691,332,592",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,014",NA,NA,NA,22,NA,NA,70,"0,0029",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,5,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0988",NA,NA,70,"4,160,020,243",NA,NA,"0,041101",70,"9,620,445,344",NA,NA,"0,00951",70,"0,79048583",NA,NA,"0,00078",70,"2,689,635,083",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0274",NA,NA,NA,22,NA,NA,70,"0,0053",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,6,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,061",NA,NA,70,"41,6",NA,NA,"0,025376",70,"9,619,672,131",NA,NA,"0,00587",70,"0,790163934",NA,NA,"0,00048",70,"2,690,514,523",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0144",NA,NA,NA,22,NA,NA,70,"0,0011",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,7,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0874",NA,NA,70,"4,159,954,233",NA,NA,"0,036358",70,"96,201,373",NA,NA,"0,00841",70,"0,789473684",NA,NA,"0,00069",70,"2,692,997,101",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0136",NA,NA,NA,22,NA,NA,70,"0,0019",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,8,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0866",NA,NA,70,"4,160,046,189",NA,NA,"0,036026",70,"9,620,092,379",NA,NA,"0,00833",70,"0,789838337",NA,NA,"0,00068",70,"2,691,741,228",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0294",NA,NA,NA,22,NA,NA,70,"0,0058",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,9,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1005",NA,NA,70,"41,6",NA,NA,"0,041808",70,"9,619,900,498",NA,NA,"0,00967",70,"0,790049751",NA,NA,"0,00079",70,"2,690,967,254",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0302",NA,NA,NA,22,NA,NA,70,"0,0042",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,10,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1298",NA,NA,70,"4,160,015,408",NA,NA,"0,053997",70,"96,201,849",NA,NA,"0,01249",70,"0,789676425",NA,NA,"0,00103",70,"2,692,319,024",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0467",NA,NA,NA,22,NA,NA,70,"0,0075",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,11,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,103",NA,NA,70,"41,6",NA,NA,"0,042848",70,"962,038,835",NA,NA,"0,00991",70,"0,790291262",NA,NA,"0,00081",70,"2,690,281,327",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0333",NA,NA,NA,22,NA,NA,70,"0,0052",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,12,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1242",NA,NA,70,"4,159,983,897",NA,NA,"0,051667",70,"9,619,967,794",NA,NA,"0,01195",70,"0,789855072",NA,NA,"0,00098",70,"2,691,649,337",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0486",NA,NA,NA,22,NA,NA,70,"0,0127",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,13,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,70,"41,6",NA,NA,"0,0416",70,"9,62",NA,NA,"0,00962",70,"0,79",NA,NA,"0,00079",70,"2,691,164,557",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0316",NA,NA,NA,22,NA,NA,70,"0,0045",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,14,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0858",NA,NA,70,"416,002,331",NA,NA,"0,035693",70,"962,004,662",NA,NA,"0,00825",70,"0,79020979",NA,NA,"0,00068",70,"2,690,463,127",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0509",NA,NA,NA,22,NA,NA,70,"0,0063",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,15,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1202",NA,NA,70,"4,159,983,361",NA,NA,"0,050003",70,"9,619,800,333",NA,NA,"0,01156",70,"0,790349418",NA,NA,"0,00095",70,"2,689,918,947",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0497",NA,NA,NA,22,NA,NA,70,"0,0035",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,16,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1494",NA,NA,70,"4,159,973,226",NA,NA,"0,06215",70,"9,619,812,584",NA,NA,"0,01437",70,"0,789825971",NA,NA,"0,00118",70,"2,691,705,085",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0203",NA,NA,NA,22,NA,NA,70,"0,0025",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,17,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1002",NA,NA,70,"415,998,004",NA,NA,"0,041683",70,"9,619,760,479",NA,NA,"0,00964",70,"0,790419162",NA,NA,"0,00079",70,"2,689,670,455",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,57",NA,NA,NA,24,NA,NA,70,"0,0132",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,70,"0,0073",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,"399,812,575",NA,NA,70
Eucalanus,subcrassus,18,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,109",NA,NA,70,"41,6",NA,NA,"0,045344",70,"9,620,183,486",NA,NA,"0,01049",70,"0,789908257",NA,NA,"0,00086",70,"2,691,528,455",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,758",NA,NA,NA,24,NA,NA,70,"0,0286",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,70,"0,0079",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,"8,004,686,365",NA,NA,70
Eucalanus,subcrassus,19,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0908",NA,NA,70,"4,160,022,026",NA,NA,"0,037773",70,"9,620,044,053",NA,NA,"0,00874",70,"0,789647577",NA,NA,"0,00072",70,"2,692,377,964",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,632",NA,NA,NA,24,NA,NA,70,"0,0225",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,70,"0,0074",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,"6,722,892,654",NA,NA,70
Eucalanus,subcrassus,20,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1007",NA,NA,70,"4,159,980,139",NA,NA,"0,041891",70,"9,619,662,363",NA,NA,"0,00969",70,"0,790466733",NA,NA,"0,00080",70,"2,689,481,156",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,606",NA,NA,NA,24,NA,NA,70,"0,023",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,70,"0,0027",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,"1,883,516,592",NA,NA,70
Eucalanus,subcrassus,21,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0983",NA,NA,70,"4,160,020,346",NA,NA,"0,040893",70,"9,619,532,045",NA,NA,"0,00946",70,"0,790437436",NA,NA,"0,00078",70,"2,689,544,402",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,634",NA,NA,NA,24,NA,NA,70,"0,014",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,70,"0,0042",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,"7,370,282,317",NA,NA,70
Eucalanus,subcrassus,22,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1064",NA,NA,70,"4,159,962,406",NA,NA,"0,044262",70,"9,620,300,752",NA,NA,"0,01024",70,"0,790413534",NA,NA,"0,00084",70,"2,689,840,666",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,678",NA,NA,NA,24,NA,NA,70,"0,022",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,70,"0,0043",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,"1,131,252,635",NA,NA,70
Eucalanus,subcrassus,23,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,077",NA,NA,70,"41,6",NA,NA,"0,032032",70,"9,619,480,519",NA,NA,"0,00741",70,"0,78961039",NA,NA,"0,00061",70,"2,692,347,039",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0188",NA,NA,NA,22,NA,NA,70,"0,0037",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,24,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1104",NA,NA,70,"4,159,963,768",NA,NA,"0,045926",70,"9,619,565,217",NA,NA,"0,01062",70,"0,789855072",NA,NA,"0,00087",70,"2,691,536,697",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,674",NA,NA,NA,24,NA,NA,70,"0,0214",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,70,"0,0045",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,"1,051,493,611",NA,NA,70
Eucalanus,subcrassus,25,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1135",NA,NA,70,"41,6",NA,NA,"0,047216",70,"9,620,264,317",NA,NA,"0,01092",70,"0,79030837",NA,NA,"0,00090",70,"2,690,188,406",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,688",NA,NA,NA,24,NA,NA,70,"0,021",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,70,"0,0054",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,"8,598,662,703",NA,NA,70
Eucalanus,subcrassus,26,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0775",NA,NA,70,"41,6",NA,NA,"0,03224",70,"9,620,645,161",NA,NA,"0,00746",70,"0,789677419",NA,NA,"0,00061",70,"2,692,444,444",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0397",NA,NA,NA,29,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,27,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0343",NA,NA,70,"4,160,058,309",NA,NA,"0,014269",70,"9,620,991,254",NA,NA,"0,00330",70,"0,790087464",NA,NA,"0,00027",70,"2,691,143,911",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0159",NA,NA,NA,29,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,28,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,141",NA,NA,70,"41,6",NA,NA,"0,058656",70,"9,619,858,156",NA,NA,"0,01356",70,"0,790070922",NA,NA,"0,00111",70,"2,690,883,303",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0082",NA,NA,NA,22,NA,NA,70,"0,0007",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,29,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0206",NA,NA,70,"4,160,194,175",NA,NA,"0,00857",70,"9,621,359,223",NA,NA,"0,00198",70,"0,791262136",NA,NA,"0,00016",70,"2,687,251,534",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0091",NA,NA,NA,29,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,30,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0196",NA,NA,70,"4,160,204,082",NA,NA,"0,008154",70,"962,244,898",NA,NA,"0,00189",70,"0,790816327",NA,NA,"0,00016",70,"2,689,070,968",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0066",NA,NA,NA,29,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,31,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,019",NA,NA,70,"41,6",NA,NA,"0,007904",70,"9,621,052,632",NA,NA,"0,00183",70,"0,789473684",NA,NA,"0,00015",70,"2,693,253,333",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0066",NA,NA,NA,29,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,32,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0356",NA,NA,70,"416,011,236",NA,NA,"0,01481",70,"9,620,786,517",NA,NA,"0,00343",70,"0,789325843",NA,NA,"0,00028",70,"2,693,683,274",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0059",NA,NA,NA,29,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,33,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,092",NA,NA,70,"41,6",NA,NA,"0,038272",70,"9,619,565,217",NA,NA,"0,00885",70,"0,790217391",NA,NA,"0,00073",70,"2,690,302,613",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0444",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,34,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1007",NA,NA,70,"4,159,980,139",NA,NA,"0,041891",70,"9,619,662,363",NA,NA,"0,00969",70,"0,790466733",NA,NA,"0,00080",70,"2,689,481,156",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0123",NA,NA,NA,22,NA,NA,70,"0,007",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,35,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1026",NA,NA,70,"4,160,038,986",NA,NA,"0,042682",70,"9,619,883,041",NA,NA,"0,00987",70,"0,790448343",NA,NA,"0,00081",70,"2,689,605,425",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0303",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,36,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1053",NA,NA,70,"4,160,018,993",NA,NA,"0,043805",70,"9,620,132,953",NA,NA,"0,01013",70,"0,790123457",NA,NA,"0,00083",70,"269,078,125",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0329",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,37,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0817",NA,NA,70,"415,997,552",NA,NA,"0,033987",70,"9,620,563,035",NA,NA,"0,00786",70,"0,789473684",NA,NA,"0,00065",70,"2,693,116,279",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0349",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,38,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,05",NA,NA,70,"41,6",NA,NA,"0,0208",70,"9,62",NA,NA,"0,00481",70,"0,79",NA,NA,"0,00040",70,"2,691,164,557",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0257",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,39,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0247",NA,NA,70,"4,159,919,028",NA,NA,"0,010275",70,"9,619,433,198",NA,NA,"0,00238",70,"0,789473684",NA,NA,"0,00020",70,"26,928",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0072",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,40,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0715",NA,NA,70,"41,6",NA,NA,"0,029744",70,"961,958,042",NA,NA,"0,00688",70,"0,79020979",NA,NA,"0,00057",70,"2,690,332,743",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0055",NA,NA,NA,22,NA,NA,70,"0,0018",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,41,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0927",NA,NA,70,"4,159,978,425",NA,NA,"0,038563",70,"9,620,280,475",NA,NA,"0,00892",70,"0,789644013",NA,NA,"0,00073",70,"2,692,456,284",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0518",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,42,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0693",NA,NA,70,"416,002,886",NA,NA,"0,028829",70,"962,049,062",NA,NA,"0,00667",70,"0,789321789",NA,NA,"0,00055",70,"269,361,426",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0221",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,43,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0961",NA,NA,70,"4,160,041,623",NA,NA,"0,039978",70,"9,620,187,305",NA,NA,"0,00925",70,"0,789802289",NA,NA,"0,00076",70,"2,691,890,646",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0356",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,44,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1036",NA,NA,70,"416,003,861",NA,NA,"0,043098",70,"961,969,112",NA,NA,"0,00997",70,"0,78957529",NA,NA,"0,00082",70,"2,692,525,672",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0396",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,45,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1086",NA,NA,70,"4,160,036,832",NA,NA,"0,045178",70,"9,619,705,341",NA,NA,"0,01045",70,"0,790055249",NA,NA,"0,00086",70,"2,690,893,939",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0248",NA,NA,NA,22,NA,NA,70,"0,0046",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalanus,subcrassus,46,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0929",NA,NA,70,"4,159,956,943",NA,NA,"0,038646",70,"9,620,021,529",NA,NA,"0,00894",70,"0,790096878",NA,NA,"0,00073",70,"2,690,840,599",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0208",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
