Submitted_name,Accepted_name,Accepted_TSN,Order,Family,Genus,Species
Chyrandra centralis,Chyranda centralis,1053275,Trichoptera,Limnephilidae,Chyranda,Chyranda centralis
Simulium,Simulium,126774,Diptera,Simuliidae,Simulium,NA
Aquarius,Aquarius,717547,Hemiptera,Gerridae,Aquarius,NA
Lara avara,Lara avara,114139,Coleoptera,Elmidae,Lara,Lara avara
Glyptotendipes,Glyptotendipes,129483,Diptera,Chironomidae,Glyptotendipes,NA
Procladius,Procladius,128277,Diptera,Chironomidae,Procladius,NA
Psychoda,Psychoda,125468,Diptera,Psychodidae,Psychoda,NA
Perithemis,Perithemis,101803,Odonata,Libellulidae,Perithemis,NA
Ischnura cervula,Ischnura cervula,102080,Odonata,Coenagrionidae,Ischnura,Ischnura cervula
Plectrocnemia,Plectrocnemia,568776,Trichoptera,Polycentropodidae,Plectrocnemia,NA
Neoporus undulatus,Neoporus undulatus,728426,Coleoptera,Dytiscidae,Neoporus,Neoporus undulatus
Nanocladius,Nanocladius,128844,Diptera,Chironomidae,Nanocladius,NA
Stylurus,Stylurus,101666,Odonata,Gomphidae,Stylurus,NA
Tabanus,Tabanus,131527,Diptera,Tabanidae,Tabanus,NA
Psychomyia,Psychomyia,115335,Trichoptera,Psychomyiidae,Psychomyia,NA
Baetis magnus,Baetis magnus,568577,Ephemeroptera,Baetidae,Baetis,Baetis magnus
Stenacron,Stenacron,100713,Ephemeroptera,Heptageniidae,Stenacron,NA
Plathemis lydia,Plathemis lydia,101809,Odonata,Libellulidae,Plathemis,Plathemis lydia
Hybomitra,Hybomitra,131321,Diptera,Tabanidae,Hybomitra,NA
Gomphus,Gomphus,101679,Odonata,Gomphidae,Gomphus,NA
Leptophlebia,Leptophlebia,101148,Ephemeroptera,Leptophlebiidae,Leptophlebia,NA
Euparyphus,Euparyphus,130436,Diptera,Stratiomyidae,Euparyphus,NA
Odontomyia,Odontomyia,130573,Diptera,Stratiomyidae,Odontomyia,NA
Corisella,Corisella,103484,Hemiptera,Corixidae,Corisella,NA
Haliplus pantherinus,Haliplus pantherinus,111874,Coleoptera,Haliplidae,Haliplus,Haliplus pantherinus
Siphlonurus,Siphlonurus,100953,Ephemeroptera,Siphlonuridae,Siphlonurus,NA
Sweltsa coloradensis,Sweltsa coloradensis,103283,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa coloradensis
Hydropsyche,Hydropsyche,115453,Trichoptera,Hydropsychidae,Hydropsyche,NA
Rhyacophila brunnea,Rhyacophila brunnea,115151,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brunnea
Metachela,Metachela,136347,Diptera,Empididae,Metachela,NA
Cleptelmis,Cleptelmis,114164,Coleoptera,Elmidae,Cleptelmis,NA
Enallagma,Enallagma,102102,Odonata,Coenagrionidae,Enallagma,NA
Simulium vittatum,Simulium vittatum,126903,Diptera,Simuliidae,Simulium,Simulium vittatum
Laccophilus maculosus decipiens,Laccophilus maculosus decipiens,193558,Coleoptera,Dytiscidae,Laccophilus,Laccophilus maculosus decipiens
Cenocorixa,Cenocorixa,103501,Hemiptera,Corixidae,Cenocorixa,NA
Optioservus divergens,Optioservus divergens,114178,Coleoptera,Elmidae,Optioservus,Optioservus divergens
Mochlonyx,Mochlonyx,125893,Diptera,Chaoboridae,Mochlonyx,NA
Hydrochara,Hydrochara,113190,Coleoptera,Hydrophilidae,Hydrochara,NA
Enallagma basidens,Enallagma basidens,102125,Odonata,Coenagrionidae,Enallagma,Enallagma basidens
Petrophila,Petrophila,117682,Lepidoptera,Crambiidae,Petrophila,NA
Malenka,Malenka,102567,Plecoptera,Nemouridae,Malenka,NA
Utacapnia,Utacapnia,102752,Plecoptera,Capniidae,Utacapnia,NA
Enallagma hageni,Enallagma hageni,102129,Odonata,Coenagrionidae,Enallagma,Enallagma hageni
Camelobaetidius warreni,Camelobaetidius warreni,568592,Ephemeroptera,Baetidae,Camelobaetidius,Camelobaetidius warreni
Ameletus,Ameletus,100996,Ephemeroptera,Ameletidae,Ameletus,NA
Polycentropus,Polycentropus,117044,Trichoptera,Polycentropodidae,Polycentropus,NA
Calopteryx,Calopteryx,102052,Odonata,Calopterygidae,Calopteryx,NA
Ranatra,Ranatra,103748,Hemiptera,Nepidae,Ranatra,NA
Ischnura verticalis,Ischnura verticalis,102079,Odonata,Coenagrionidae,Ischnura,Ischnura verticalis
